image_id,source,dataset_group,original_label,unified_class,filepath
ISIC_0013248,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013248.jpg
ISIC_0013248_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013248_downsampled.jpg
ISIC_0013249,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013249.jpg
ISIC_0013249_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013249_downsampled.jpg
ISIC_0013257,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013257.jpg
ISIC_0013257_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013257_downsampled.jpg
ISIC_0013258,isic_2017_train,ISIC 2017,melanoma,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013258.jpg
ISIC_0013258_downsampled,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013258_downsampled.jpg
ISIC_0013268,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013268.jpg
ISIC_0013268_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013268_downsampled.jpg
ISIC_0013269,isic_2017_test,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013269.jpg
ISIC_0013269_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013269_downsampled.jpg
ISIC_0013270,isic_2017_test,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013270.jpg
ISIC_0013270_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013270_downsampled.jpg
ISIC_0013271,isic_2017_test,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013271.jpg
ISIC_0013271_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013271_downsampled.jpg
ISIC_0013274,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013274.jpg
ISIC_0013274_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013274_downsampled.jpg
ISIC_0013275,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013275.jpg
ISIC_0013275_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013275_downsampled.jpg
ISIC_0013277,isic_2017_test,ISIC 2017,melanoma,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013277.jpg
ISIC_0013277_downsampled,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013277_downsampled.jpg
ISIC_0013281,isic_2017_test,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013281.jpg
ISIC_0013281_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013281_downsampled.jpg
ISIC_0013287,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013287.jpg
ISIC_0013287_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013287_downsampled.jpg
ISIC_0013288,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013288.jpg
ISIC_0013288_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013288_downsampled.jpg
ISIC_0013291,isic_2017_test,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013291.jpg
ISIC_0013291_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013291_downsampled.jpg
ISIC_0013294,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013294.jpg
ISIC_0013294_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013294_downsampled.jpg
ISIC_0013302,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013302.jpg
ISIC_0013302_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013302_downsampled.jpg
ISIC_0013304,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013304.jpg
ISIC_0013304_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013304_downsampled.jpg
ISIC_0013306,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013306.jpg
ISIC_0013306_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013306_downsampled.jpg
ISIC_0013310,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013310.jpg
ISIC_0013310_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013310_downsampled.jpg
ISIC_0013311,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013311.jpg
ISIC_0013311_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013311_downsampled.jpg
ISIC_0013314,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013314.jpg
ISIC_0013314_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013314_downsampled.jpg
ISIC_0013315,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013315.jpg
ISIC_0013315_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013315_downsampled.jpg
ISIC_0013316,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013316.jpg
ISIC_0013316_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013316_downsampled.jpg
ISIC_0013319,isic_2017_test,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013319.jpg
ISIC_0013319_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013319_downsampled.jpg
ISIC_0013320,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013320.jpg
ISIC_0013320_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013320_downsampled.jpg
ISIC_0013321,isic_2017_test,ISIC 2017,melanoma,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013321.jpg
ISIC_0013321_downsampled,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013321_downsampled.jpg
ISIC_0013325,isic_2017_test,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013325.jpg
ISIC_0013325_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013325_downsampled.jpg
ISIC_0013326,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013326.jpg
ISIC_0013326_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013326_downsampled.jpg
ISIC_0013329,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013329.jpg
ISIC_0013329_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013329_downsampled.jpg
ISIC_0013330,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013330.jpg
ISIC_0013330_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013330_downsampled.jpg
ISIC_0013333,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013333.jpg
ISIC_0013333_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013333_downsampled.jpg
ISIC_0013334,isic_2017_train,ISIC 2017,melanoma,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013334.jpg
ISIC_0013334_downsampled,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013334_downsampled.jpg
ISIC_0013335,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013335.jpg
ISIC_0013335_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013335_downsampled.jpg
ISIC_0013340,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013340.jpg
ISIC_0013340_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013340_downsampled.jpg
ISIC_0013341,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013341.jpg
ISIC_0013341_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013341_downsampled.jpg
ISIC_0013342,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013342.jpg
ISIC_0013342_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013342_downsampled.jpg
ISIC_0013346,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013346.jpg
ISIC_0013346_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013346_downsampled.jpg
ISIC_0013355,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013355.jpg
ISIC_0013355_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013355_downsampled.jpg
ISIC_0013356,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013356.jpg
ISIC_0013356_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013356_downsampled.jpg
ISIC_0013359,isic_2017_train,ISIC 2017,melanoma,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013359.jpg
ISIC_0013359_downsampled,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013359_downsampled.jpg
ISIC_0013360,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013360.jpg
ISIC_0013360_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013360_downsampled.jpg
ISIC_0013364,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013364.jpg
ISIC_0013364_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013364_downsampled.jpg
ISIC_0013365,isic_2017_train,ISIC 2017,melanoma,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013365.jpg
ISIC_0013365_downsampled,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013365_downsampled.jpg
ISIC_0013369,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013369.jpg
ISIC_0013369_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013369_downsampled.jpg
ISIC_0013370,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013370.jpg
ISIC_0013370_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013370_downsampled.jpg
ISIC_0013371,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013371.jpg
ISIC_0013371_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013371_downsampled.jpg
ISIC_0013374,isic_2017_test,ISIC 2017,melanoma,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013374.jpg
ISIC_0013374_downsampled,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013374_downsampled.jpg
ISIC_0013378,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013378.jpg
ISIC_0013378_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013378_downsampled.jpg
ISIC_0013383,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013383.jpg
ISIC_0013383_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013383_downsampled.jpg
ISIC_0013385,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013385.jpg
ISIC_0013385_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013385_downsampled.jpg
ISIC_0013390,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013390.jpg
ISIC_0013390_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013390_downsampled.jpg
ISIC_0013393,isic_2017_test,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Test_v2_Data\ISIC-2017_Test_v2_Data\ISIC_0013393.jpg
ISIC_0013393_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013393_downsampled.jpg
ISIC_0013394,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013394.jpg
ISIC_0013394_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013394_downsampled.jpg
ISIC_0013395,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013395.jpg
ISIC_0013395_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013395_downsampled.jpg
ISIC_0013397,isic_2017_train,ISIC 2017,seborrheic_keratosis,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013397.jpg
ISIC_0013397_downsampled,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013397_downsampled.jpg
ISIC_0013398,isic_2017_train,ISIC 2017,nevus,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2017\ISIC-2017_Training_Data\ISIC-2017_Training_Data\ISIC_0013398.jpg
ISIC_0013398_downsampled,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0013398_downsampled.jpg
